1552232332.351879,0
1552232332.373271,0
1552232332.386606,0
1552232332.398770,0
1552232332.412184,0
1552232332.427290,0
1552232332.440370,0
1552232332.453080,0
1552232332.465463,0
1552232332.480753,0
1552232332.494393,0
1552232332.509144,0
1552232332.521768,0
1552232332.535211,0
1552232332.549638,0
1552232332.562027,0
1552232332.574469,0
1552232332.588378,0
1552232332.600809,0
1552232332.613194,0
1552232332.625717,0
1552232332.638897,0
1552232332.652654,0
1552232332.664985,0
1552232332.677979,0
1552232332.691427,0
1552232332.704156,0
1552232332.717750,0
1552232332.731023,0
1552232332.743387,0
1552232332.758045,0
1552232332.770366,0
1552232332.782935,0
1552232332.796636,0
1552232332.808987,0
1552232332.823332,0
1552232332.836520,0
1552232332.850032,0
1552232332.862721,0
1552232332.877551,0
1552232332.893112,0
1552232332.907512,0
1552232332.920245,0
1552232332.933676,0
1552232332.948698,0
1552232332.962938,0
1552232332.976522,0
1552232332.991306,0
1552232333.005211,0
1552232333.018918,0
1552232333.033915,0
1552232333.049036,0
1552232333.062261,0
1552232333.077100,0
1552232333.090441,0
1552232333.103818,0
1552232333.117228,0
1552232333.130755,0
1552232333.144476,0
1552232333.156785,0
1552232333.170780,0
1552232333.184574,0
1552232333.198336,0
1552232333.210728,0
1552232333.227691,0
1552232333.244390,0
1552232333.261564,0
1552232333.276644,0
1552232333.290803,0
1552232333.303301,0
1552232333.318351,0
1552232333.332349,0
1552232333.344763,0
1552232333.360159,0
1552232333.375906,0
1552232333.392808,0
1552232333.410188,0
1552232333.423775,0
1552232333.436723,0
1552232333.449127,0
1552232333.463952,0
1552232333.487916,0
1552232333.505359,0
1552232333.519590,0
1552232333.532658,0
1552232333.546531,0
1552232333.561207,0
1552232333.574101,0
1552232333.588012,0
1552232333.601508,0
1552232333.613926,0
1552232333.626503,0
1552232333.638924,0
1552232333.652096,0
1552232333.665497,0
1552232333.679042,0
1552232333.691318,0
1552232333.705051,0
1552232333.719093,0
1552232333.732425,0
1552232333.746498,0
1552232333.759812,0
1552232333.772508,0
1552232333.786435,0
1552232333.800642,0
1552232333.815127,0
1552232333.830233,0
1552232333.844891,0
1552232333.857397,0
1552232333.872466,0
1552232333.887971,0
1552232333.901202,0
1552232333.914483,0
1552232333.928544,0
1552232333.941582,0
1552232333.954841,0
1552232333.969272,0
1552232333.981751,0
1552232333.994831,0
1552232334.007199,0
1552232334.020086,0
1552232334.033286,0
1552232334.046122,0
1552232334.060983,0
1552232334.085405,0
1552232334.100302,0
1552232334.112662,0
1552232334.125907,0
1552232334.141541,0
1552232334.153907,0
1552232334.166656,0
1552232334.181171,0
1552232334.193571,0
1552232334.208091,0
1552232334.221941,0
1552232334.236001,0
1552232334.249262,0
1552232334.262974,0
1552232334.276588,0
1552232334.290439,0
1552232334.303061,0
1552232334.317446,0
1552232334.329800,0
1552232334.343860,0
1552232334.356751,0
1552232334.369512,0
1552232334.383056,0
1552232334.441827,0
1552232334.464300,0
1552232334.483842,0
1552232334.499291,0
1552232334.512170,0
1552232334.525455,0
1552232334.538102,0
1552232334.551237,0
1552232334.565713,0
1552232334.579712,0
1552232334.591970,0
1552232334.604268,0
1552232334.618725,0
1552232334.632921,0
1552232334.647450,0
1552232334.661768,0
1552232334.674137,0
1552232334.688137,0
1552232334.701113,0
1552232334.713599,0
1552232334.728125,0
1552232334.741131,0
1552232334.753993,0
1552232334.766627,0
1552232334.778907,0
1552232334.792353,0
1552232334.805371,0
1552232334.820095,0
1552232334.832440,0
1552232334.844870,0
1552232334.859828,0
1552232334.873187,0
1552232334.885780,0
1552232334.902023,0
1552232334.915546,0
1552232334.929559,0
1552232334.942533,0
1552232334.956438,0
1552232334.968944,0
1552232334.982474,0
1552232334.994800,0
1552232335.010882,0
1552232335.025155,0
1552232335.037663,0
1552232335.050723,0
1552232335.063317,0
1552232335.076281,0
1552232335.090401,0
1552232335.103718,0
1552232335.117286,0
1552232335.132863,0
1552232335.145273,0
1552232335.158497,0
1552232335.171876,0
1552232335.184286,0
1552232335.199357,0
1552232335.212262,0
1552232335.224672,0
1552232335.239696,0
1552232335.252143,0
1552232335.265286,0
1552232335.279906,0
1552232335.292552,0
1552232335.305670,0
1552232335.321752,0
1552232335.334384,0
1552232335.348478,0
1552232335.362809,0
1552232335.377382,0
1552232335.390137,0
1552232335.404841,0
1552232335.419185,0
1552232335.433203,0
1552232335.446620,0
1552232335.460493,0
1552232335.473485,0
1552232335.486227,0
1552232335.501055,0
1552232335.513949,0
1552232335.527595,0
1552232335.541284,0
1552232335.554569,0
1552232335.568166,0
1552232335.585541,0
1552232335.612710,0
1552232335.631321,0
1552232335.646278,0
1552232335.661396,0
1552232335.680570,0
1552232335.693473,0
1552232335.706950,0
1552232335.719596,0
1552232335.732172,0
1552232335.745496,0
1552232335.760411,0
1552232335.777691,0
1552232335.791511,0
1552232335.805890,0
1552232335.819096,0
1552232335.832537,0
1552232335.845272,0
1552232335.857912,0
1552232335.873127,0
1552232335.888171,0
1552232335.902450,0
1552232335.919144,0
1552232335.937810,0
1552232335.951377,0
1552232335.967456,0
1552232335.980215,0
1552232335.994897,0
1552232336.007950,0
1552232336.021362,0
1552232336.034327,0
1552232336.049821,0
1552232336.064514,0
1552232336.077764,0
1552232336.092664,0
1552232336.105498,0
1552232336.117907,0
1552232336.131009,0
1552232336.145447,0
1552232336.159213,0
1552232336.172148,0
1552232336.187325,0
1552232336.203999,0
1552232336.217628,0
1552232336.230425,0
1552232336.244229,0
1552232336.257282,0
1552232336.270100,0
1552232336.282600,0
1552232336.295031,0
1552232336.308762,0
1552232336.322899,0
1552232336.336754,0
1552232336.351374,0
1552232336.364784,0
1552232336.379094,0
1552232336.393967,0
1552232336.407809,0
1552232336.420602,0
1552232336.433579,0
1552232336.446592,0
1552232336.459699,0
1552232336.472301,0
1552232336.484925,0
1552232336.499247,0
1552232336.512350,0
1552232336.524802,0
1552232336.537613,0
1552232336.551668,0
1552232336.565406,0
1552232336.580364,0
1552232336.592739,0
1552232336.605408,0
1552232336.619011,0
1552232336.632879,0
1552232336.645342,0
1552232336.659653,0
1552232336.672976,0
1552232336.685574,0
1552232336.699763,0
1552232336.712181,0
1552232336.725951,0
1552232336.739532,0
1552232336.751984,0
1552232336.764510,0
1552232336.776855,0
1552232336.789287,0
1552232336.805207,0
1552232336.818012,0
1552232336.830394,0
1552232336.842836,0
1552232336.856889,0
1552232336.869368,0
1552232336.882658,0
1552232336.895991,0
1552232336.909354,0
1552232336.923609,0
1552232336.935922,0
1552232336.948265,0
1552232336.961367,0
1552232336.974059,0
1552232336.987023,0
1552232337.000941,0
1552232337.015614,0
1552232337.029817,0
1552232337.042293,0
1552232337.054675,0
1552232337.067017,0
1552232337.081285,0
1552232337.093905,0
1552232337.107467,0
1552232337.121671,0
1552232337.134345,0
1552232337.147995,0
1552232337.160859,0
1552232337.173950,0
1552232337.187362,0
1552232337.200716,0
1552232337.212999,0
1552232337.226677,0
1552232337.240942,0
1552232337.254110,0
1552232337.266454,0
1552232337.279041,0
1552232337.292662,0
1552232337.306478,0
1552232337.320043,0
1552232337.332583,0
1552232337.346065,0
1552232337.361181,0
1552232337.373810,0
1552232337.387585,0
1552232337.400673,0
1552232337.416609,0
1552232337.431855,0
1552232337.446583,0
1552232337.460101,0
1552232337.474530,0
1552232337.487007,0
1552232337.501298,0
1552232337.515867,0
1552232337.529092,0
1552232337.541548,0
1552232337.553832,0
1552232337.567312,0
1552232337.580982,0
1552232337.593404,0
1552232337.605894,0
1552232337.618657,0
1552232337.631181,0
1552232337.643526,0
1552232337.658279,0
1552232337.670718,0
1552232337.683629,0
1552232337.695977,0
1552232337.708675,0
1552232337.721084,0
1552232337.733471,0
1552232337.745834,0
1552232337.760321,0
1552232337.772852,0
1552232337.785179,0
1552232337.798625,0
1552232337.810870,0
1552232337.823338,0
1552232337.835519,0
1552232337.849903,0
1552232337.862511,0
1552232337.875767,0
1552232337.891279,0
1552232337.904574,0
1552232337.917740,0
1552232337.931049,0
1552232337.943290,0
1552232337.955656,0
1552232337.968951,0
1552232337.981409,0
1552232337.995374,0
1552232338.014439,0
1552232338.026580,0
1552232338.039884,0
1552232338.052416,0
1552232338.065858,0
1552232338.078206,0
1552232338.091672,0
1552232338.104774,0
1552232338.117133,0
1552232338.129386,0
1552232338.142325,0
1552232338.155002,0
1552232338.168426,0
1552232338.180969,0
1552232338.193422,0
1552232338.206839,0
1552232338.220797,0
1552232338.233167,0
1552232338.246558,0
1552232338.259822,0
1552232338.272314,0
1552232338.285837,0
1552232338.298919,0
1552232338.312696,0
1552232338.326946,0
1552232338.341344,0
1552232338.353698,0
1552232338.366021,0
1552232338.378325,0
1552232338.391911,0
1552232338.405280,0
1552232338.417816,0
1552232338.431291,0
1552232338.444310,0
1552232338.459378,0
1552232338.472261,0
1552232338.484597,0
1552232338.496836,0
1552232338.511306,0
1552232338.524194,0
1552232338.536533,0
1552232338.549644,0
1552232338.562634,0
1552232338.574993,0
1552232338.590940,0
1552232338.604509,0
1552232338.618782,0
1552232338.632967,0
1552232338.645829,0
1552232338.658347,0
1552232338.671276,0
1552232338.684319,0
1552232338.697269,0
1552232338.711267,0
1552232338.725097,0
1552232338.737523,0
1552232338.751803,0
1552232338.764215,0
1552232338.776799,0
1552232338.789169,0
1552232338.801950,0
1552232338.815147,0
1552232338.828764,0
1552232338.841706,0
1552232338.854909,0
1552232338.868342,0
1552232338.883329,0
1552232338.895687,0
1552232338.909963,0
1552232338.925232,0
1552232338.938759,0
1552232338.951927,0
1552232338.965004,0
1552232338.977914,0
1552232338.991180,0
1552232339.005634,0
1552232339.018793,0
1552232339.032202,0
1552232339.044731,0
1552232339.059062,0
1552232339.072686,0
1552232339.085015,0
1552232339.097371,0
1552232339.109589,0
1552232339.122331,0
1552232339.135126,0
1552232339.147513,0
1552232339.161051,0
1552232339.174381,0
1552232339.188081,0
1552232339.201964,0
1552232339.220765,0
1552232339.233592,0
1552232339.246894,0
1552232339.260333,0
1552232339.273118,0
1552232339.285446,0
1552232339.297834,0
1552232339.311623,0
1552232339.324599,0
1552232339.338693,0
1552232339.352120,0
1552232339.365258,0
1552232339.377651,0
1552232339.391565,0
1552232339.404075,0
1552232339.417325,0
1552232339.430338,0
1552232339.443489,0
1552232339.457141,0
1552232339.470610,0
1552232339.482850,0
1552232339.496600,0
1552232339.510141,0
1552232339.523940,0
1552232339.537399,0
1552232339.549830,0
1552232339.562441,0
1552232339.575407,0
1552232339.589270,0
1552232339.602113,0
1552232339.614923,0
1552232339.628823,0
1552232339.641312,0
1552232339.653883,0
1552232339.668205,0
1552232339.680562,0
1552232339.693151,0
1552232339.705481,0
1552232339.718255,0
1552232339.731885,0
1552232339.744206,0
1552232339.757014,0
1552232339.770672,0
1552232339.783900,0
1552232339.796506,0
1552232339.818573,0
1552232339.832191,0
1552232339.844427,0
1552232339.856877,0
1552232339.871733,0
1552232339.884214,0
1552232339.896688,0
1552232339.910015,0
1552232339.923660,0
1552232339.936219,0
1552232339.951517,0
1552232339.963898,0
1552232339.976280,0
1552232339.988661,0
1552232340.008821,0
1552232340.021854,0
1552232340.036215,0
1552232340.050335,0
1552232340.063193,0
1552232340.076518,0
1552232340.088679,0
1552232340.101622,0
1552232340.114653,0
1552232340.127335,0
1552232340.140558,0
1552232340.152987,0
1552232340.165675,0
1552232340.179489,0
1552232340.192485,0
1552232340.204827,0
1552232340.217046,0
1552232340.231582,0
1552232340.244020,0
